apkname,actividades,proveedor_contenido,receptor_mensajes,servicios,urls,filtros_intent,api_restringidas,api_sospechosas,permisos_solicitados,permisos_usados,uses-feature
access.valley.studio.suit.woman.saree,11,0,0,0,0,1,4,3,6,4,3
com.blessisrael.hebrew,4,0,0,0,0,1,0,1,0,0,0
com.apps,1,0,0,0,0,1,0,0,7,0,0
com.hookup_app.free.hookup_app,1,0,0,0,0,1,6,6,3,2,0
com.android.chro.meE03766CC49A9639D9D1370390022745A1554ED9E,2,0,4,2,0,7,0,6,12,4,0
com.gucdxj.yigedoubunenkoiplB3E4D3C915CB462E9233713464C584D00B26AF10,10,0,10,10,0,3,9,3,8,0,0
com.CeramahAaGymLengkap,3,0,0,0,0,1,8,2,2,2,0
com.cxt,3,0,0,0,0,1,0,1,12,0,0
com.appmk.book,7,0,0,0,0,3,0,2,8,3,0
com.acornlabs,2,0,1,1,0,3,3,2,8,0,0
com.deadsimple,4,0,0,0,0,1,10,4,3,2,0
com.RepublicOfGamers.Wallpapers,8,0,5,3,3,6,3,7,25,6,0
com.brunosousa,5,0,0,0,0,1,9,4,4,2,0
com.cnsc.japan.janli.onekeymencleanup,2,0,1,1,0,4,0,2,15,2,0
com.chadmeza,1,0,0,0,0,1,13,3,0,0,0
com.ObatGusiBerdarahAlami.rizaluye,3,0,0,0,0,1,8,2,2,2,0
borland,56,0,0,0,0,1,0,0,0,0,0
com.appybuilder.richardrahmawan.IkkeNurjanah,3,0,0,0,0,1,38,11,6,5,0
com.carauntukmembuatsausdaging.resepkulinernusantara,5,0,0,0,0,1,9,4,2,2,0
com.macropinch.hydra.androidks,6,0,0,2,0,2,0,2,11,0,4
com.bb,10,0,4,1,0,7,5,8,14,8,0
com.cheapmaternityclothes,3,0,0,0,0,1,4,2,2,2,0
com.bdeciacehj,8,0,1,1,2,2,4,5,9,3,0
com.MosaaAsad.SermonsAndStories,2,0,0,0,0,1,12,5,2,2,0
com.adamandeve,4,0,0,0,0,1,8,3,2,2,0
com.diannaozisw.J,2,0,0,0,0,1,0,2,14,0,0
appinventor.ai_plumtreeinbackyard.SoapCal_Lite,8,1,4,2,0,5,7,5,7,3,0
co.ideaapps.m,8,0,1,1,1,3,12,7,8,5,0
com.chaohui,5,1,1,2,0,4,0,3,18,1,0
com.calcaware.null,2,0,2,2,0,10,67,10,1,1,0
br.com.parseint.sischef,6,0,0,0,0,1,12,1,2,1,0
com.jeyluta.timestampcameracnfree,7,0,0,1,0,1,12,8,12,8,1
com.chhiwat.chomicha2015,6,0,0,0,0,1,6,2,3,2,0
com.bobisoft.wallpaper,6,0,2,2,0,4,5,7,3,3,1
com.burin,16,1,9,21,11,32,0,13,33,10,0
com.ddi,3,0,1,1,0,3,2,5,14,5,0
com.bhv2.gn1,2,0,3,3,0,9,0,0,39,0,0
com.TableLamp.Paodroid,3,0,0,0,0,1,8,2,2,2,0
cc.copycat.recipe.collection,3,0,0,0,0,1,20,10,3,3,0
com.putih.persinasasad,3,0,0,0,0,1,5,2,2,2,0
com.jaypps,6,0,0,0,0,1,8,4,7,3,0
com.burin.orkdn,31,1,9,21,11,33,0,13,33,10,0
aimoxiu.theme.mx30fdbf2d3c1eefedb1c1d964e2b8516d,1,0,0,0,0,1,0,5,8,4,0
com.android.iasdhnd,2,0,4,2,0,10,0,6,14,3,0
com.Tandaberakhirnya.zaman,3,0,0,0,0,1,5,2,2,2,0
com.auybbb,17,0,5,3,2,9,4,10,44,7,0
appinventor.ai_ormanland.ORMANRADIO,1,0,0,0,0,1,28,7,4,4,0
com.domobile,13,0,2,2,0,5,0,6,9,3,0
ch.primemedic,2,0,2,1,3,5,5,5,8,4,0
com.hd.android6D3C76295713F6596F43C402769298FA868E0FA7,4,0,1,8,0,3,0,1,22,0,0
com.aeqoiftd,10,0,5,4,3,19,0,11,43,9,0
com.digital.vulture,14,0,0,0,0,1,11,5,4,3,0
com.appli,1,0,0,0,0,1,1,1,2,0,0
com.qwert.android.alarmclock,15,0,9,7,0,18,4,8,15,8,2
com.alsamak.mohammed,3,0,0,0,0,1,13,5,3,3,0
com.pay.day,1,0,0,0,0,1,0,0,6,0,0
com.DIYGlasses2016.AppOrbit62,3,0,0,0,0,1,4,2,2,2,0
com.dxjxrr.zhongyi43B115B86781EB165B090BC487DF304475B600A63D,6,0,0,1,0,1,0,2,11,0,0
com.gucdxj.yigedoubunenkoipl,11,0,11,11,0,3,9,3,8,0,0
com.android.qiushui.app.runfpn,6,0,1,2,0,2,1,3,9,2,0
arab.apps.lossten,10,0,0,0,0,8,10,3,5,2,0
com.beautyprolink,1,0,1,0,0,2,13,4,3,0,0
com.atomic.apps.sms.messages,5,0,0,0,0,1,4,3,2,2,0
appinventor.ai_yuanryan_chen.BT_LED,2,0,0,0,0,1,30,7,6,3,0
com.chizichekijok.km,10,0,4,4,0,2,2,3,8,2,0
com.newminizysevenqi.fajiukij,4,0,3,3,0,2,0,6,13,4,0
com.dxjxrr.huaiyun3F0A132EBF4F011C0CF4A1FE4723148143E0D165,7,0,0,2,0,1,0,6,10,3,0
an.Divisors,2,0,1,1,2,2,2,4,2,2,0
com.android.cug.saolei,6,0,0,4,0,1,0,6,12,3,0
com.lidroid.txitlbox,24,0,6,5,0,9,1,6,28,10,1
air,3,0,1,1,0,4,0,3,5,3,0
aimoxiu.theme.mxee01da4e81296030166e944a08b896aa,1,0,0,0,0,1,0,5,8,4,0
com.android.dgl,5,0,0,2,0,3,3,6,10,5,0
com.jppf3,9,0,0,0,0,1,22,7,10,5,4
by.uhatu,2,0,0,0,0,1,0,2,2,2,0
com.kamilafarzana.simplemacaroniandcheeserecipes,3,0,0,0,0,1,4,2,2,2,0
b33m.partycalclite,13,0,0,0,0,1,11,5,3,3,0
com.app.SGCalendarOnly2014,11,0,8,0,0,5,16,5,6,5,0
com.andromo.dev215031,5,0,0,0,0,1,4,3,2,2,1
appinventor.ai_JefferyStewart1952,3,0,0,0,0,1,24,8,3,3,0
com.example.resisconter,9,1,1,5,0,1,0,3,8,0,0
com.cow,2,0,0,0,0,1,13,6,1,1,0
com.agung.DoaNabidanRasul,3,0,0,0,0,1,9,3,2,2,0
com.fcwds.wifiprotect,9,0,2,3,3,4,9,10,13,7,0
com.photorecoveryshop.v20152A8A32862F1ED98BE80BD51A6DF0D00AE31A1BD7,6,1,1,0,0,2,2,6,9,2,0
b4a.example2,1,0,0,0,0,1,17,8,0,0,0
com.andromo.dev266178,9,0,1,9,0,9,1,4,6,4,1
com.bq021,5,1,1,2,0,4,0,3,16,1,0
com.LuxuryDiamondJewellery.bintangapp,3,0,0,0,0,1,4,2,2,2,0
com.resepumpanmancinghandalan.Rayadeveloper,3,0,0,0,0,1,8,2,2,2,0
com.kokogames.ZhiLiLink40E7AF7D25F0A71820FA013005CB718E7F36769C,4,0,0,4,0,1,0,2,7,0,0
com.easydrawingconcept.khenapps,3,0,0,0,0,1,4,2,2,2,0
com.aiz,9,0,6,15,0,23,0,0,42,0,0
appinventor.ai_bubblesproduction1,2,0,0,0,0,1,28,8,4,4,0
com.a0soft.gphone.aStopwatcjhos,4,0,1,1,0,2,0,1,9,1,0
com.ArmKnittingTutorial.Erzaapps,3,0,0,0,0,1,4,2,2,2,0
biz.uapp.apps.calculator,24,0,4,4,1,17,2,9,21,10,0
com.mima.xiuxiu,13,0,0,1,1,2,8,8,13,5,0
apps.istogu.eu.radioalba,2,0,0,0,1,1,5,6,5,4,0
com.bukuoryzaee,4,0,0,0,0,1,16,5,3,3,0
com.adelantemediagroup,5,0,4,6,2,4,6,5,9,5,0
com.lingke.heshui,4,0,1,0,0,1,0,6,7,3,0
com.Medo.CallsRec,7,0,3,3,0,4,11,6,17,9,0
com.MDapp.fenbeiyi,15,0,0,2,0,1,0,1,19,0,2
com.auybbb,17,0,5,3,2,9,4,10,44,7,0
appinventor.ai_g916414.BluetoothMulti3Connect,2,1,0,0,0,1,37,9,5,3,0
com.ji.cal.tool.ca8A84D52BD608416A71876E38981C84159E949169,4,0,1,2,0,2,0,6,10,3,0
com.c42398473,3,2,1,1,0,10,4,9,18,9,2
apps.infinite.microphonetapsound,7,0,0,0,0,1,15,4,2,2,0
com.afapps4u.islamicquiz,8,0,0,0,0,1,12,3,3,2,0
com.Resep.MengecilkanPipi,3,0,0,0,0,1,9,3,2,2,0
com.androdev22.curtainsforkitchen,3,0,0,0,0,1,4,2,2,2,0
com.adqjafaw.pydojlmq,10,0,5,4,3,19,0,11,43,9,0
com.EveningGownDesign.embolapps,3,0,0,0,0,1,4,2,2,2,0
com.fang.mygallery,12,1,4,6,0,15,2,4,20,8,0
co.uk,1,0,0,0,0,1,1,1,5,0,0
com.rapotgurupembelajar,3,0,0,0,0,1,4,2,2,2,0
com.afe_solutions.easyone.t,2,0,0,0,0,2,0,4,5,2,0
com.bestgames,13,0,2,4,0,2,13,6,15,9,0
br.com.gvdasa.gvmobile.elisaandreoli,5,0,8,3,0,6,2,5,13,4,0
com.lzyim.maobaoyun,2,2,2,2,0,9,0,2,19,0,2
com.apusapps.theme,6,0,3,2,0,7,13,5,4,3,0
com.mincache.launcher,11,0,4,4,0,28,5,6,24,7,0
com.BeautifulWedgesShoesIdeas.myapp,3,0,0,0,0,1,4,2,2,2,0
com.rore.rlmn,2,0,3,1,0,15,0,0,30,0,0
appinventor.ai_addmefaster1.BlueCore_Tech_RGB_LED_CONTROL,4,0,0,0,0,1,30,7,6,3,0
com.WaleedMostafa.FoodToIncreaseEnergy,4,0,0,0,0,1,15,5,6,4,0
com.buit.rmsapp4,1,0,0,1,0,1,2,6,5,2,0
com.jsks.iubt.lscl,4,0,2,2,0,8,3,6,14,4,0
cal.bal.crank,1,0,0,0,0,1,0,0,3,0,0
com,3,0,1,1,0,4,0,2,10,0,0
com.burin,31,1,9,21,11,33,0,13,33,10,0
com.andromo.dev316118,4,0,0,0,0,1,4,5,3,3,1
com.Codecture.Locksmith,1,0,0,0,0,1,7,2,2,1,0
com.chenai,14,1,1,4,0,5,0,6,16,3,3
app.six5B5876450F215D75AA17D245D9616462F53B6B44,3,0,2,1,0,7,0,9,14,6,0
com.byscnewzh.noonedies,4,0,1,2,1,2,0,8,14,5,0
com.ilhb.busg.xppx,8,0,3,2,0,10,3,7,22,5,1
color.test,9,0,0,0,0,1,9,5,6,4,2
com.aquasunlwp,5,0,1,2,2,3,12,5,2,2,0
aimoxiu.theme.mx186c8f4cb3a899f61b53821f6bd16d58,1,0,0,0,0,1,0,5,8,4,0
appinventor.ai_jjhoyosvasco.semana_cultural_cum,1,0,0,0,0,1,30,8,4,3,0
appinventor.ai_bude77amin.AARMANMALIK,3,0,0,0,0,1,35,8,4,4,0
air.booyah,1,1,0,0,0,1,0,2,0,0,0
com.gucdxj.yigedoubunengsi,4,0,0,2,0,1,0,6,10,3,0
com.burin.orkdnAAFA0DF6244B8107B1092D07768C5F8FC11064D4,16,1,9,21,11,32,0,13,33,10,0
com.dimshik,4,0,0,0,0,1,2,4,6,5,0
appinventor.ai_przemyslawwilde.Luxomierz,3,0,0,0,0,1,41,11,4,3,0
br.com.originalsoftware.taxifonecliente,4,0,0,0,0,1,4,6,7,2,0
com.cute.cutecatsclock,7,0,3,1,0,5,19,6,5,3,0
com.Majdi.RadioTunisienne,2,0,0,0,0,1,12,5,6,3,0
appinventor.ai_serversmcpe.MinecraftServers,3,0,0,0,0,1,30,7,5,3,0
com.ezzebd.androidassistant3DED2D20339DEE2FF68257C42510FC23B59A85E4,12,0,8,9,0,11,4,9,27,15,0
com.jaytronix.markejgldujgod,4,0,3,3,0,2,0,1,8,1,0
com.newinfomaeightbanw.guhanyu,19,0,0,0,0,1,2,3,13,1,0
com.LipsticksColors.KingUps,3,0,0,0,0,1,4,2,2,2,0
com.newminisevenqioftf.fpbd,6,0,1,1,0,2,2,3,15,1,0
com.app,25,0,0,1,0,2,2,4,6,3,5
com.davidjfirth,10,0,1,1,0,4,9,7,5,2,0
com.HZBLE.mainframework,17,0,0,5,0,3,0,6,19,3,0
com.burin,31,1,9,21,11,33,0,13,33,10,0
com.CustomJacket.hamstudio,3,0,0,0,0,1,8,2,2,2,0
com.mbsyd.jyys,10,0,5,3,0,16,1,2,19,3,0
com.erfvyun.amsxcvzombietgbn,12,0,1,1,1,2,7,6,12,4,0
com.automotiontv,2,0,4,3,0,5,4,4,9,4,3
com.igitaldreamss.swissarmyknife51AAC9838BBCEACD9894D2B59FE4BEB85BBD9A36,16,0,2,2,0,19,0,4,12,4,3
com.adameduexam,15,0,0,0,0,1,0,2,3,0,0
com.AnslawDev.FunHmt_Friends,5,0,0,0,0,1,8,4,3,3,0
com.app,11,0,0,0,0,1,10,5,11,3,0
com.DesignStairModernlinza,3,0,0,0,0,1,9,3,2,2,0
com.e489484547.wve,6,3,4,3,1,22,4,9,27,11,2
com.a19604701775393206e9fccd3a,7,0,0,0,0,1,16,7,7,5,2
com.bhukh.lag,4,0,0,0,0,1,11,5,5,4,0
com.in.russia,1,0,0,0,0,1,0,0,7,0,0
coders.developer.mitz,3,0,0,0,0,1,14,3,2,2,0
com.hkuj.bvan.qjzi,4,0,2,2,0,8,3,6,14,4,0
com.handshadowpuppets.harumando,3,0,0,0,0,1,8,2,2,2,0
com.dracanapps.twozerofoureightultra,4,0,0,0,0,1,19,6,5,3,0
com.chen,6,0,0,1,1,1,2,7,10,3,0
cn.d.yurfe.bgc,18,0,0,1,0,1,0,0,9,0,0
com.calculatoraspectratio,4,0,0,0,0,1,8,3,2,2,0
com.cn,11,0,0,0,0,1,8,2,2,0,0
com.android,4,0,3,1,0,9,0,0,19,0,0
com.maocular.osm4edu,1,0,0,0,0,1,0,0,6,0,0
air.Disc_Skill,3,1,1,1,0,4,1,4,5,3,0
appinventor.ai_kosinkongdee_koha,3,0,0,0,0,1,24,7,3,3,0
com.gucdxj.yigedoubunenkoipl2EAE096A4BA5F9144ADEC60C5437EFEEB4949289,6,0,6,6,0,3,9,3,8,0,0
com.bsdih,32,1,11,21,8,36,0,13,38,10,0
appinventor.ai_created4each.My_Diary,2,0,0,0,0,1,36,7,3,1,0
com.TownHall5BaseLayouts.bungaakp,3,0,0,0,0,1,9,3,2,2,0
com.gate.lyrics,2,0,0,0,0,1,8,2,2,2,0
com.android.cug.firebrowser,5,0,0,3,0,6,0,6,14,3,0
com.cache.sweepers3AC6212CE7CDC7A2C3F05A9ED7D75391C5B64386,11,0,4,2,0,9,0,8,15,6,0
com.Walimah.Lengkap,3,0,0,0,0,1,9,3,2,2,0
com.ButtonCraftIdeas.mantiliapp,3,0,0,0,0,1,4,2,2,2,0
com.finals.finalsflash,28,0,2,3,0,15,0,6,16,3,1
com.agileaims.wallpapermaker,2,0,0,0,0,2,13,4,3,3,0
com.CraftForKids.gonapps,3,0,0,0,0,1,4,2,2,2,0
com.KerajinanGelangMudah.agus,3,0,0,0,0,1,9,3,2,2,0
com.poipoip.qwgq,3,0,0,0,0,1,0,2,12,0,0
appinventor.ai_galenasphaug,3,0,0,0,0,1,24,8,4,3,0
com.cqlbt,9,0,0,1,0,2,2,9,33,9,2
com.guide.pokemongobeta.android,3,0,0,0,0,1,8,4,4,2,0
com.CarModificationDesignIdeas,3,0,0,0,0,1,8,2,2,2,0
com.batterytools,4,0,4,2,0,5,5,4,21,8,0
appinventor.ai_basuhampali,1,0,0,0,0,1,30,8,3,3,0
com.gucdxj.rili,20,0,3,2,0,6,0,6,14,3,0
com.enemies.vsfrog.simulatorgame,4,0,0,0,0,1,8,3,2,2,0
com.gwjppa.AQLxiaohua,7,1,2,2,0,3,0,3,8,0,0
com.colbert.clare,5,0,2,1,0,11,0,6,9,3,0
appinventor.ai_negociadordesonhos.appradio_criativa,1,0,0,0,0,1,28,7,4,4,0
com.freewps.scarylivewallpapershorror,7,0,3,6,0,5,14,6,5,3,1
appinventor.ai_jacknilan.BPSAPPTablet,4,0,0,0,0,1,26,7,7,4,0
com.empdr.zfvbmf,7,0,7,9,4,13,0,11,29,8,0
baiya.dhongss,7,0,3,1,0,5,5,4,10,1,2
com.computer,5,0,3,0,0,5,3,2,4,0,0
com.appybuilder.musicboxx17,3,0,0,0,0,1,37,12,6,5,0
com.apofiss,7,0,1,2,0,5,8,7,4,3,1
appinventor.ai_calogerolupopon.ISA,2,0,0,0,0,1,30,8,3,3,0
com.android.cug,4,0,0,2,0,6,0,6,14,3,0
com.qmtiku.categoryId_29,26,0,3,4,0,7,0,6,17,3,0
com.android.pentatonix,7,0,4,2,0,22,0,0,27,0,0
com.elfswipe8863D4FA64C804F14EA1B72DB6715A2B2751D3BF,7,1,3,5,0,10,12,7,15,5,1
com.ammrtiegfkph.frg.delsfhaawerg,23,0,2,2,0,3,4,4,8,3,0
air,3,0,1,1,0,4,0,3,5,3,0
aimoxiu.theme.mx408cc2b3552d83bc3de7ce40f1233321,1,0,0,0,0,1,0,5,8,4,0
appinventor.ai_xanaf05.sheekha,12,0,0,0,0,1,30,7,3,3,0
com.access,11,1,3,3,1,5,3,5,13,7,1
appinventor.ai_khusnulbisnis77.STEVIENICKS,3,0,0,0,0,1,35,8,4,4,0
com.dorilradio.br,10,0,1,1,1,5,5,8,9,7,0
aimoxiu.theme,1,0,0,0,0,1,0,5,8,4,0
com.albumnoah,3,0,0,0,0,1,8,2,2,2,0
com,2,0,0,0,0,1,10,4,1,1,0
co.thequest.compass,1,0,0,0,0,1,0,2,14,2,1
amitshah.bharatvarsh.asia.amitshah,2,0,1,1,0,1,13,10,5,3,0
com.aag,30,0,1,0,2,3,7,7,12,7,0
com.cmm.hbls,16,1,1,6,0,4,0,3,17,0,0
com,3,0,1,1,0,4,8,4,9,3,0
com.android.wujiujiu,4,0,3,1,0,9,0,0,19,0,0
com.WomensSandalsModel.atharizu,3,0,0,0,0,1,8,2,2,2,0
com.buffalo.software.sms,10,0,0,0,0,1,8,8,4,4,0
com.greek.dictionary.offline,2,0,0,0,0,2,19,6,3,3,0
com.goyal.website2apkB711C7C69224ADFCD7D6758AD4235C6CFEAC8DC6,1,0,0,0,0,1,0,0,7,0,0
com.cnzz,2,0,0,0,0,1,0,5,5,3,0
com.qhb.qhbsq,19,1,3,3,0,12,0,3,14,0,0
com.beauty,24,0,2,0,0,2,3,8,9,6,0
com.lossdetermined,2,0,17,14,0,27,5,6,23,8,2
com.adcoms,2,0,0,0,0,1,6,3,2,2,0
com.poipoi.timercount,8,0,1,2,0,2,0,2,12,1,0
com.ezzebd.androidassistant7241C1D89766F3613F144474A5D58B2715871F88,12,0,8,9,0,11,4,9,27,15,0
br.com.cadena.smartradio,2,0,1,1,0,6,7,5,5,3,1
com.franskenstein.audiobook,2,0,0,0,0,1,7,2,6,3,0
com.andromo.dev595773,5,0,1,3,0,9,2,5,6,5,1
com,6,0,0,1,1,1,12,4,3,3,0
com.android.azheng.joke,5,1,0,0,0,1,0,1,10,0,0
com.KumpulanLaguStinky.madedroid,3,0,0,0,0,1,8,2,2,2,0
com.DesainPlafonRumahModern.bungaakp,3,0,0,0,0,1,9,3,2,2,0
com.ezzebd.androidassistant68A1600FF02D00041036C5DC1C1DF1EBD22AC6BD,12,0,6,8,0,9,4,9,27,15,0
com.cerpencinta.munilmunil,3,0,0,0,0,1,4,2,2,2,0
appinventor.ai_adeonad1213.Ungu,3,0,0,0,0,1,34,9,4,4,0
appinventor.ai_najih94izzan.MEEKMILL,3,0,0,0,0,1,34,9,4,4,0
appinventor.ai_jdd7648,3,0,0,0,0,1,24,8,3,3,0
com.javaexp,4,0,1,3,0,1,6,6,8,5,0
com.gucdxjbcbk.baikuaierw,5,0,0,1,0,1,0,2,10,0,0
cogegm.gfea.dfgra,8,0,1,1,0,2,2,8,22,6,0
com.eagle.ebrain,7,1,0,2,0,1,0,6,8,3,0
cn.crane.application.appfinder,9,1,0,2,0,2,0,2,24,0,0
ac.nz.massey,8,0,3,2,0,17,2,8,18,9,0
com.bestwallpaperscollection.scaryclown,9,0,4,3,0,5,7,8,14,6,0
com.android,4,0,3,1,0,9,4,7,19,3,0
com.bhugol.saman,4,0,0,0,0,1,11,5,5,4,0
com.ghongcarpente0325,8,0,1,1,0,4,0,1,7,0,0
com.acacia.procallrecorder,6,0,2,1,0,2,6,2,9,4,0
com.dreamis6,3,0,1,1,0,4,0,3,17,5,6
appinventor.ai_Eaglerobotics86.SpiderBotUltra,2,0,0,0,0,1,30,8,5,3,0
com.aouissuv,8,0,4,9,2,19,0,12,42,10,0
com.PanduanTipsInvestasiEmas.MoveOnApps,3,0,0,0,0,1,4,2,2,2,0
com.MoslemWay.MoslemMarriageGuide,3,1,0,0,0,1,11,3,5,2,0
com.fengyunweather.android,5,1,1,5,0,1,0,3,2,0,0
cm.clean.master.cleaner.booster.cpu,5,1,1,1,0,2,9,5,4,3,0
com.DIYBraceletGallery.lioapps,3,0,0,0,0,1,4,2,2,2,0
com.cat,6,0,0,0,1,1,8,5,5,4,0
com.androidemu,13,0,0,1,0,3,0,2,11,0,0
com.andromo.dev378700,5,0,0,0,0,1,5,3,2,2,1
com.jetho.chargers,2,0,1,1,0,2,1,4,13,3,0
ac.kr.bnue.mobile,5,0,0,0,1,1,2,6,8,2,0
com.apoteker,2,0,0,0,0,1,8,2,2,2,0
com.jymfgk.koltb,26,0,0,1,3,1,2,8,15,6,0
com.aoe,6,0,0,0,0,1,4,3,2,2,1
com.android.little,4,0,3,1,0,9,0,0,19,0,0
com.biology10thclass,3,0,0,0,0,1,4,2,2,2,0
com.collect.letterpuzzle,6,0,0,1,0,1,0,2,9,0,0
air,2,0,0,0,0,1,2,3,5,3,0
com.meifa.hair,13,0,6,8,0,16,0,1,12,0,0
com.baoyi,18,0,2,4,0,5,7,10,18,8,0
com.bugame,3,0,0,0,0,1,11,6,2,2,0
com.aidn.onsbs,32,1,7,19,10,20,1,15,33,10,0
cn,3,0,3,3,0,6,0,2,9,1,0
com.myclassicpetejldsp,17,0,6,6,0,25,0,3,15,4,0
com.basterio,2,0,4,9,0,11,3,6,5,2,3
com.ada.MobileMember,2,0,1,1,0,3,2,6,12,5,1
com.Officefurnitureideas.bagasdroids,3,0,0,0,0,1,4,2,2,2,0
com.hews.gmch.uyha,4,0,2,2,0,8,3,6,14,4,0
br.com.GardenCompany,2,0,0,0,0,1,0,2,14,1,1
com.nbikc.gucdxjsj,3,0,1,1,0,2,0,6,12,3,0
com.dpqpppjc,10,0,5,4,3,19,0,11,43,9,0
com.qihu.ser.ver,51,0,0,0,0,1,0,4,9,1,0
com.gucdxj.android,5,0,0,2,0,1,0,6,13,3,0
com.HowToDrawHorsei.henapps,3,0,0,0,0,1,4,2,2,2,0
com.raine.software.vipcollector,3,0,1,1,0,2,0,1,8,0,0
anace.com.audiobooks.childcare,4,0,0,0,0,1,17,6,2,2,0
com.bahrainvisaapply.visapc,9,0,0,0,0,1,14,4,4,3,0
com.bianjie,22,0,5,0,0,8,2,6,8,2,0
com.jisuban.jikeduo,10,1,1,5,0,3,0,3,22,0,2
anupamghose.com,4,0,1,1,1,3,4,5,11,5,0
com.quku.tc,13,0,0,1,0,1,13,8,9,5,0
appinventor.ai_chilman89fathurohman.LEDZEPPELIN,3,0,0,0,0,1,34,9,4,4,0
com.elfswipeB0A10BCDEAEAD3F9E9ACD31240F0AD11D072ED53,7,1,3,5,0,10,12,7,15,5,1
com.day4work,1,0,0,0,0,1,0,0,2,0,0
com.bs.android,12,0,0,0,0,1,2,5,10,3,0
com.fatesky.voa,16,0,0,1,0,1,0,1,12,0,0
co.lvdou.livewallpaper,4,0,1,3,0,4,6,6,7,2,0
app.sixB4C17791C1FCA16D2A63422954CA1C1FF973ED46,3,0,2,1,0,7,0,9,14,6,0
com.app,1,0,0,0,0,1,0,1,7,1,0
aidapp.newsportalmeghalaya,28,0,0,0,0,4,15,5,2,2,0
com.CurtainDesign.hamdystudio,3,0,0,0,0,1,4,2,2,2,0
com.cenawallpapershd,6,0,0,0,0,1,7,5,5,4,0
com.ktls.scandandclear6B38A091582FD0AA0B9DEF3B1F1AD99958A34D62,17,0,8,6,0,18,0,2,17,0,0
com.lexa.fakegps,3,0,2,2,0,142,0,8,96,14,0
com.appmk.book,7,0,0,0,0,3,0,2,8,3,0
com.fittg.qvvbmmn,20,0,0,0,0,1,0,0,13,0,0
com.appmk.book,7,0,0,0,0,3,0,2,8,3,0
com.bcseime,11,0,2,1,0,5,9,6,6,4,0
com.azhargeo,5,0,0,0,0,1,10,4,3,2,0
appinventor.ai_nitiphatnianjit,3,0,0,0,0,1,24,7,3,3,0
com.automotiontv,3,0,4,3,0,5,3,4,9,5,3
com.app.add.connect.proud,33,0,11,9,2,33,23,11,33,8,2
com.centling,34,0,0,0,1,1,9,5,10,4,2
com.online.taksi,4,0,0,0,0,1,6,3,6,4,0
com.pxpp.im.wei,18,0,7,13,5,26,2,11,42,10,0
algarvepropertyportugal.com.algarvepropertyportugal,2,0,1,1,0,1,13,10,5,3,0
com.akkzrt,1,0,0,0,0,1,0,1,2,0,0
com.basicdrawingtutorials.harumando,3,0,0,0,0,1,8,2,2,2,0
com.asbma,1,0,0,0,0,1,0,0,0,0,0
com.n12479078.tvm,1,2,1,1,0,9,7,7,10,7,2
com.fayuan.di.hehe,19,0,0,1,0,2,0,1,8,0,0
com.bgy.tmh,3,0,0,3,0,1,0,3,3,0,0
com.ModernStorageShelves.bintangapp,3,0,0,0,0,1,4,2,2,2,0
com.andromo.dev171890,4,0,0,0,0,1,4,3,2,2,1
com.intellex,13,0,0,0,0,1,8,5,9,4,0
com.BambooCrafts,3,0,0,0,0,1,4,2,2,2,0
com.fourplay.gbhediyelioyun,1,1,4,5,0,6,1,3,5,2,0
com.introvert.sausagerecipes,3,0,0,0,0,1,4,2,2,2,0
com.homescgbile.defendgf,7,0,1,1,0,3,3,5,8,0,0
com.batikwomen.btxandro,2,0,0,0,0,1,8,2,2,2,0
com.apageh.adp,2,0,0,0,0,1,7,2,6,3,0
com.CoolWallArtIdeas.Kasimirus,3,0,0,0,0,1,4,2,2,2,0
com.caimi,28,0,4,2,0,16,5,10,14,6,0
appinventor.ai_bcastrocr,7,0,0,0,0,1,34,10,3,3,0
com.neidigaga.daohang,4,0,0,0,0,1,0,2,7,0,0
cn.uujian,6,0,0,1,0,1,0,2,4,0,0
com.burin,31,1,9,21,11,33,0,13,33,10,0
com.bookaddictmobile.daftarlengkappahlawankemerdekaan,5,0,0,0,0,1,9,4,2,2,0
com.automon,17,0,0,0,0,17,1,0,1,0,0
com.a177973404051565c6ebfe506a,10,0,3,2,0,5,7,9,11,6,2
com.finals.finalsflash79346CE35F07A1E9C405D6B94B3077837B9EEC75,17,0,1,2,0,13,0,2,14,0,1
com.mehndiartculture.khenapps,3,0,0,0,0,1,4,2,2,2,0
com.droidz.lifehacks,11,1,4,1,2,3,15,7,7,4,0
com.anforen.gracula,2,0,1,1,0,4,7,7,6,3,0
com.bysczh.converter,2,0,1,1,0,2,0,2,13,1,0
com.rainstudiozuowen.dq,5,0,0,1,0,1,0,2,10,0,0
com.elfswipe3DD9E602A20E0E39BC5FB63C51C97B0E54CAB89B,7,1,3,5,0,10,12,7,15,5,1
com.crongfdf,22,0,0,2,2,3,5,8,16,8,0
com.ezzebd.androidassistant4C1DA0E3B6DC50817A7525DF35CDCDE5B8C3D41C,12,0,6,8,0,9,4,9,27,15,0
com.emulation.yzdel,9,0,0,1,1,3,5,6,14,9,0
bilhos.com.tr.pratikyzdehesaplama,2,0,1,1,0,1,13,10,5,3,0
com.nayakadeveloper.bimbo,2,0,0,0,0,1,7,2,6,3,0
com.esaipay.fuelcarlrecycling0687D709959653ABA1E23D79F1339501D9AFA21B,10,0,0,1,0,2,0,2,9,0,2
br.com.zion.doorcontrol,10,0,2,0,4,2,7,4,2,1,0
